Year,Mth,Month,Facility Reference Number,Licence Holder,Zone,FH_Zone,Site_Name,Latitude,Longitude,Sample Type,Date,Leps_mot,Leps_AF,Chalimus,Cali_mot,Counts_Pens,Prop_AF,Year Class
2019,2,February,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,14-Feb-19,0.1,0,0.2,0.1,2,0,1
2020,11,November,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,-127.78781,50.47456,Routine monitoring,22-Nov-20,0.1,0,2.83,0.75,2,0,1
2020,11,November,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,-127.87618,50.48562,Routine monitoring,23-Nov-20,0.2,0,2.08,1.25,2,0,1
2020,12,December,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,-127.78781,50.47456,Routine monitoring,10-Dec-20,0.03,0,1.38,0.28,2,0,1
2020,12,December,1238,MOWI Canada West,Quatsino Sound,2.4,Mahatta West,-127.83577,50.46914,Routine monitoring,07-Dec-20,0.15,0,1.03,0.55,2,0,1
2020,12,December,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,-127.87618,50.48562,Routine monitoring,08-Dec-20,0.53,0,3.83,2.28,2,0,1
2021,1,January,144,MOWI Canada West,Quatsino Sound,2.4,Koskimo,-127.88988,50.45861,Routine monitoring,18-Jan-21,0.08,0,0.53,0.3,2,0,1
2021,3,March,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,-127.78781,50.47456,Routine monitoring,17-Mar-21,0.18,0,4.98,1.7,2,0,1
2021,6,June,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,-127.78781,50.47456,Routine monitoring,09-Jun-21,0.28,0,0.5,0.3,2,0,1
2021,8,August,1338,MOWI Canada West,Quatsino Sound,2.4,Mahatta East,50.47456,-127.78781,Routine monitoring,03-Aug-21,0.05,0,0.03,0,2,0,1
2021,9,September,1237,MOWI Canada West,Quatsino Sound,2.4,Monday Rocks,50.48562,-127.87618,Routine monitoring,13-Sep-21,0.03,0,3.2,0.65,2,0,1
2011,1,January,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,26-Jan-11,0.05,0,0,0,2,0,1
2011,2,February,332,Grieg Seafood BC,Sunshine Coast,3.1,Salten,49.61535,-123.83407,Routine monitoring,26-Feb-11,0.03,0,0,0,2,0,1
2011,2,February,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,26-Feb-11,0.03,0,0,0,2,0,1
2011,4,April,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,27-Apr-11,0.08,0,0,0,2,0,1
2011,5,May,1698,Grieg Seafood BC,Sunshine Coast,3.1,Ahlstrom,49.7793,-124.15395,Follow-up,15-May-11,0.1,0,0,0.1,2,0,2
2011,5,May,1697,Grieg Seafood BC,Sunshine Coast,3.1,Culloden,49.79595,-124.10162,Post in-feed treatment,14-May-11,0.03,0,0,0.1,2,0,2
2011,6,June,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,11-Jun-11,0.05,0,0.1,0,2,0,1
2011,9,September,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,17-Sep-11,0.03,0,0.03,0,2,0,1
2014,6,June,1698,Grieg Seafood BC,Sunshine Coast,3.1,Ahlstrom,49.7793,-124.15395,Routine monitoring,05-Jun-14,0.03,0,0,0,2,0,1
2015,3,March,332,Grieg Seafood BC,Sunshine Coast,3.1,Salten,49.61535,-123.83407,Routine monitoring,26-Mar-15,0.03,0,0.08,0,2,0,1
2015,4,April,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,26-Apr-15,0.15,0,0.03,0,2,0,1
2016,3,March,412,Grieg Seafood BC,Sunshine Coast,3.1,Site 9,49.64612,-123.72455,Routine monitoring,02-Mar-16,0.15,0,0,0,2,0,1
2018,5,May,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,02-May-18,0.05,0,0,0,2,0,2
2018,6,June,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,02-Jun-18,0.03,0,0,0,2,0,2
2018,6,June,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,28-Jun-18,0.05,0,0,0,2,0,2
2019,4,April,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Post in-feed treatment,08-Apr-19,0.03,0,0.38,0.08,2,0,1
2019,5,May,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,16-May-19,0.03,0,0.23,0.1,2,0,1
2019,6,June,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,13-Jun-19,0.08,0,0,0.38,2,0,1
2021,5,May,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,-123.84265,49.6291,Routine monitoring,18-May-21,0.03,0,0.05,0,2,0,1
2021,6,June,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,-123.84265,49.6291,Routine monitoring,04-Jun-21,0.08,0,0.03,0,2,0,1
2021,6,June,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,-123.84265,49.6291,Routine monitoring,30-Jun-21,0.08,0,0.03,0,2,0,1
2021,7,July,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,-123.84265,49.6291,Routine monitoring,10-Jul-21,0.03,0,0,0,2,0,1
2021,7,July,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,-123.84265,49.6291,Routine monitoring,24-Jul-21,0.03,0,0,0,2,0,1
2021,8,August,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,07-Aug-21,0.05,0,0,0,2,0,1
2021,8,August,746,Grieg Seafood BC,Sunshine Coast,3.1,Site 13,49.6291,-123.84265,Routine monitoring,22-Aug-21,0.18,0,0.08,0,2,0,1
2015,2,February,169,Cermaq Canada,Barkley Sound,2.3,Barkley,48.9431,-124.98704,Routine monitoring,16-Feb-15,0.03,0,0,0.02,3,0,1
2011,1,January,466,Marine Harvest Canada,Broughton Archipelago,3.3,Arrow Pass,50.70973,-126.662,Routine monitoring,27-Jan-11,0.25,0,0.22,0.05,3,0,1
2011,1,January,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Follow-up,20-Jan-11,0.07,0,0.25,0.02,3,0,1
2011,1,January,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,13-Jan-11,0.03,0,0.6,0,3,0,1
2011,2,February,869,Mainstream Canada,Broughton Archipelago,3.3,Maude Island,50.85271,-126.75743,Routine monitoring,19-Feb-11,0.17,0,0.07,0.08,3,0,2
2011,2,February,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,25-Feb-11,0.03,0,0,0,3,0,2
2011,2,February,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,16-Feb-11,0.13,0,0.48,0.08,3,0,1
2011,3,March,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,13-Mar-11,0.03,0,0.17,0.05,3,0,2
2011,3,March,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,27-Mar-11,0.12,0,0.47,0.07,3,0,2
2011,3,March,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,09-Mar-11,0.1,0,0.7,0.27,3,0,1
2011,3,March,1335,Mainstream Canada,Broughton Archipelago,3.3,Wehlis Bay,50.8641,-126.92374,Routine monitoring,01-Mar-11,0.08,0,0.22,0.05,3,0,1
2011,4,April,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,03-Apr-11,0.02,0,0.22,0.02,3,0,1
2011,4,April,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,08-Apr-11,0.07,0,0.42,0.22,3,0,2
2011,4,April,1335,Mainstream Canada,Broughton Archipelago,3.3,Wehlis Bay,50.8641,-126.92374,Routine monitoring,17-Apr-11,0.18,0,0.38,0,3,0,1
2011,5,May,466,Marine Harvest Canada,Broughton Archipelago,3.3,Arrow Pass,50.70973,-126.662,Routine monitoring,07-May-11,0.05,0,0.23,0.05,3,0,1
2011,5,May,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Post in-feed treatment,17-May-11,0.02,0,0,0,3,0,2
2011,5,May,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,01-May-11,0.17,0,0.78,0.03,3,0,1
2011,6,June,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,15-Jun-11,0.1,0,0.85,0.2,3,0,2
2011,6,June,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,01-Jun-11,0.08,0,1.28,0.47,3,0,2
2011,6,June,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,12-Jun-11,0.05,0,0.05,0,3,0,1
2011,6,June,1336,Mainstream Canada,Broughton Archipelago,3.3,Simmonds Point,50.87791,-126.90153,Routine monitoring,06-Jun-11,0.05,0,3.25,0.32,3,0,1
2011,6,June,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,12-Jun-11,0.17,0,0.23,0.05,3,0,1
2011,6,June,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,28-Jun-11,0.08,0,0.08,0.4,3,0,1
2011,7,July,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,13-Jul-11,0.02,0,0.05,0,3,0,1
2011,7,July,1336,Mainstream Canada,Broughton Archipelago,3.3,Simmonds Point,50.87791,-126.90153,Routine monitoring,20-Jul-11,0.15,0,2.23,0.23,3,0,1
2011,7,July,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,08-Jul-11,0.23,0,0.17,0.12,3,0,1
2011,8,August,1618,Marine Harvest Canada,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Routine monitoring,30-Aug-11,0.1,0,0.02,0,3,0,1
2011,8,August,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,22-Aug-11,0.02,0,0.25,0,3,0,1
2011,11,November,728,Mainstream Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,20-Nov-11,0.15,0,0.25,0.13,3,0,1
2011,12,December,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Pre-treatment,28-Dec-11,0.02,0,0.28,0,3,0,1
2012,2,February,467,Marine Harvest Canada,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Routine monitoring,23-Feb-12,0.02,0,1.55,0.17,3,0,2
2012,3,March,819,Mainstream Canada,Broughton Archipelago,3.3,Cecil Island,50.85123,-126.71498,Routine monitoring,01-Mar-12,0.02,0,0.28,0,3,0,Brood
2012,3,March,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,10-Mar-12,0.08,0,0.13,0.45,3,0,1
2012,4,April,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,14-Apr-12,0.02,0,0,0,3,0,1
2012,5,May,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,01-May-12,0.08,0,0.93,0,3,0,1
2012,5,May,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,19-May-12,0.1,0,0.27,0.22,3,0,1
2012,5,May,1618,Marine Harvest Canada,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Routine monitoring,15-May-12,0.17,0,6.67,1.58,3,0,2
2012,5,May,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,24-May-12,0.07,0,0.07,0,3,0,1
2012,5,May,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,18-May-12,0.1,0,1.35,0,3,0,1
2012,5,May,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,03-May-12,0.23,0,0.08,0.22,3,0,1
2012,5,May,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,23-May-12,0.12,0,0.48,0.28,3,0,1
2012,6,June,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,04-Jun-12,0.02,0,0.12,0,3,0,2
2012,7,July,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,07-Jul-12,0.1,0,0.1,0,3,0,1
2012,8,August,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,10-Aug-12,0.02,0,0,0,3,0,1
2012,11,November,143,Marine Harvest Canada,Broughton Archipelago,3.3,Larsen Island,50.60175,-126.63284,Routine monitoring,15-Nov-12,0.07,0,0.62,0.07,3,0,1
2012,11,November,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,04-Nov-12,0.03,0,0.13,0,3,0,2
2013,3,March,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,14-Mar-13,0.05,0,0.07,0,3,0,1
2013,3,March,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,27-Mar-13,0.1,0,0.27,0.03,3,0,1
2013,3,March,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,12-Mar-13,0.02,0,0,0,3,0,1
2013,3,March,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,08-Mar-13,0.07,0,0.03,0.02,3,0,2
2013,4,April,136,Mainstream Canada,Broughton Archipelago,3.3,Cliff Bay,50.83433,-126.499,Routine monitoring,02-Apr-13,0.05,0,0.03,0.17,3,0,1
2013,4,April,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,13-Apr-13,0.1,0,0.03,0,3,0,2
2013,4,April,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,07-Apr-13,0.23,0,0.4,0.07,3,0,1
2013,4,April,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,17-Apr-13,0.15,0,0.2,0.05,3,0,1
2013,4,April,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,12-Apr-13,0.03,0,0.05,0,3,0,1
2013,4,April,465,Marine Harvest Canada,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,23-Apr-13,0.12,0,0.15,0,3,0,2
2013,5,May,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,09-May-13,0.05,0,0.47,0.03,3,0,2
2013,5,May,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,22-May-13,0.02,0,0.37,0.03,3,0,2
2013,5,May,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,14-May-13,0.05,0,0.18,0,3,0,1
2013,5,May,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,22-May-13,0.07,0,0.02,0.1,3,0,2
2013,5,May,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,28-May-13,0.12,0,0.9,0.02,3,0,1
2013,5,May,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,02-May-13,0.17,0,0.15,0.18,3,0,1
2013,6,June,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,19-Jun-13,0.02,0,0.07,0,3,0,2
2013,6,June,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,22-Jun-13,0.03,0,0,0.03,3,0,2
2013,6,June,1145,Marine Harvest Canada,Broughton Archipelago,3.3,Potts Bay,50.6492,-126.6182,Routine monitoring,19-Jun-13,0.07,0,0.85,0.72,3,0,Brood
2013,7,July,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,06-Jul-13,0.03,0,0.18,0,3,0,1
2013,8,August,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,16-Aug-13,0.13,0,0.03,0,3,0,1
2013,8,August,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,09-Aug-13,0.03,0,0,0.02,3,0,1
2013,8,August,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,25-Aug-13,0.07,0,0.02,0,3,0,1
2013,9,September,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,19-Sep-13,0.1,0,0.08,0,3,0,1
2013,11,November,143,Marine Harvest Canada,Broughton Archipelago,3.3,Larsen Island,50.60175,-126.63284,Routine monitoring,25-Nov-13,0.2,0,0.03,0.08,3,0,1
2013,11,November,728,Mainstream Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,20-Nov-13,0.03,0,0.03,0.17,3,0,1
2013,12,December,143,Marine Harvest Canada,Broughton Archipelago,3.3,Larsen Island,50.60175,-126.63284,Routine monitoring,30-Dec-13,0.2,0,0.22,0,3,0,1
2014,1,January,465,MOWI Canada West,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,25-Jan-14,0.02,0,0.03,0,3,0,2
2014,2,February,465,MOWI Canada West,Broughton Archipelago,3.3,Swanson,50.61871,-126.70473,Routine monitoring,27-Feb-14,0.07,0,0.05,0,3,0,2
2014,2,February,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,06-Feb-14,0.08,0,0,0,3,0,1
2014,3,March,819,Cermaq Canada,Broughton Archipelago,3.3,Cecil Island,50.85123,-126.71498,Routine monitoring,09-Mar-14,0.1,0,0.05,0,3,0,Brood
2014,3,March,821,MOWI Canada West,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,17-Mar-14,0.02,0,0.08,0,3,0,1
2014,3,March,467,MOWI Canada West,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Post in-feed treatment,11-Mar-14,0.02,0,0,0,3,0,1
2014,3,March,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,19-Mar-14,0.15,0,0.3,0,3,0,1
2014,4,April,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,01-Apr-14,0.05,0,0.23,0,3,0,2
2014,4,April,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,17-Apr-14,0.02,0,0.08,0.08,3,0,2
2014,4,April,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,30-Apr-14,0.03,0,0.48,0.12,3,0,2
2014,4,April,821,MOWI Canada West,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,05-Apr-14,0.02,0,0,0,3,0,1
2014,4,April,1618,MOWI Canada West,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Routine monitoring,24-Apr-14,0.02,0,0.62,0,3,0,2
2014,4,April,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,02-Apr-14,0.42,0,0,0.02,3,0,1
2014,4,April,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,10-Apr-14,0.22,0,0.53,0.38,3,0,1
2014,5,May,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,08-May-14,0.08,0,0.25,0,3,0,2
2014,5,May,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,21-May-14,0.07,0,0.1,0.25,3,0,2
2014,5,May,1586,MOWI Canada West,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,10-May-14,0.8,0,0.85,0,3,0,1
2014,5,May,467,MOWI Canada West,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Routine monitoring,02-May-14,0.02,0,0,0.02,3,0,1
2014,5,May,1145,MOWI Canada West,Broughton Archipelago,3.3,Potts Bay,50.6492,-126.6182,Routine monitoring,14-May-14,0.02,0,0.03,0.02,3,0,Brood
2014,6,June,819,Cermaq Canada,Broughton Archipelago,3.3,Cecil Island,50.85123,-126.71498,Routine monitoring,14-Jun-14,0.23,0,0,0.07,3,0,Brood
2014,6,June,821,MOWI Canada West,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,30-Jun-14,0.08,0,0.58,0.2,3,0,2
2014,6,June,739,MOWI Canada West,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,15-Jun-14,0.18,0,0.32,0,3,0,1
2014,6,June,820,MOWI Canada West,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,15-Jun-14,0.08,0,0.88,0.22,3,0,1
2014,7,July,1144,Cermaq Canada,Broughton Archipelago,3.3,Burdwood,50.7969,-126.49581,Routine monitoring,17-Jul-14,0.08,0,0.15,0.03,3,0,2
2014,7,July,1059,MOWI Canada West,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,10-Jul-14,0.05,0,0.02,0,3,0,2
2014,7,July,820,MOWI Canada West,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,12-Jul-14,0.05,0,0.62,0.25,3,0,1
2014,9,September,1059,MOWI Canada West,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,27-Sep-14,0.07,0,0.03,0,3,0,2
2014,11,November,141,MOWI Canada West,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,14-Nov-14,0.07,0,0.03,0.18,3,0,1
2015,1,January,1618,Marine Harvest Canada,Broughton Archipelago,3.3,Humphrey Rock,50.69682,-126.25532,Routine monitoring,27-Jan-15,0.25,0,0.83,0.03,3,0,1
2015,2,February,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,22-Feb-15,0.2,0,0,0,3,0,1
2015,3,March,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,14-Mar-15,0.03,0,0,0.02,3,0,1
2015,3,March,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,24-Mar-15,0.03,0,0,0.25,3,0,1
2015,3,March,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,08-Mar-15,0.02,0,0.67,0,3,0,1
2015,4,April,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,06-Apr-15,0.1,0,0.03,0,3,0,1
2015,4,April,1825,Grieg Seafood BC,Broughton Archipelago,3.3,Noo-la,50.60799,-126.36301,Routine monitoring,09-Apr-15,0.18,0,0.75,0,3,0,2
2015,5,May,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Routine monitoring,24-May-15,0.03,0,2.75,0.48,3,0,2
2015,6,June,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Post in-feed treatment,29-Jun-15,0.05,0,0.03,0.08,3,0,1
2015,8,August,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,10-Aug-15,0.03,0,0,0,3,0,1
2015,9,September,1059,Marine Harvest Canada,Broughton Archipelago,3.3,Sargeaunt Pass,50.67346,-126.18595,Routine monitoring,17-Sep-15,0.02,0,0,0,3,0,1
2015,12,December,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,18-Dec-15,0.07,0,0.45,0.27,3,0,1
2015,12,December,739,Marine Harvest Canada,Broughton Archipelago,3.3,Upper Retreat,50.72183,-126.5681,Routine monitoring,17-Dec-15,0.08,0,0.05,0.1,3,0,1
2016,1,January,728,Cermaq Canada,Broughton Archipelago,3.3,Sir Edmund Bay,50.83096,-126.59684,Routine monitoring,01-Jan-16,0.37,0,0.8,0.65,3,0,1
2016,4,April,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Post in-feed treatment,01-Apr-16,0.02,0,0,0,3,0,1
2016,4,April,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,25-Apr-16,0.02,0,0,0.02,3,0,1
2016,5,May,141,Marine Harvest Canada,Broughton Archipelago,3.3,Port Elizabeth,50.67099,-126.47653,Routine monitoring,14-May-16,0.02,0,0,0,3,0,1
2016,5,May,820,Marine Harvest Canada,Broughton Archipelago,3.3,Wicklow Point,50.78659,-126.69153,Routine monitoring,09-May-16,0.15,0,2.23,0.55,3,0,1
2016,6,June,1586,Marine Harvest Canada,Broughton Archipelago,3.3,Doctor Islets,50.65373,-126.28925,Post in-feed treatment,12-Jun-16,0.18,0,0.07,0.2,3,0,1
2016,6,June,821,Marine Harvest Canada,Broughton Archipelago,3.3,Glacier Falls,50.84785,-126.31921,Routine monitoring,01-Jun-16,0.08,0,14.52,1.6,3,0,2
2016,6,June,467,Marine Harvest Canada,Broughton Archipelago,3.3,Midsummer,50.65784,-126.66298,Routine monitoring,12-Jun-16,0.12,0,1.02,0.22,3,0,2
